angle,speed_l,speed_r,v_pwm,w_pwm
0.000000,55.565639,359565.000000,0.005332,0.039926
0.000000,55.565731,359566.000000,0.004964,0.017038
0.000000,55.565659,359567.000000,0.005001,-0.013479
0.000000,55.565182,359568.000000,0.004938,-0.097403
0.000000,55.565189,359569.000000,0.005028,0.001779
0.000000,55.565121,359570.000000,0.005006,-0.013479
0.000000,55.565121,359571.000000,0.004983,0.001779
0.000000,55.565441,359572.000000,0.004971,0.062815
0.000000,55.565331,359573.000000,0.005109,-0.021109
0.000000,55.565639,359574.000000,0.004920,0.062815
0.000000,55.565609,359575.000000,0.004951,-0.005850
0.000000,55.565891,359576.000000,0.005128,0.055185
0.000000,55.566090,359577.000000,0.005007,0.039926
0.000000,55.565079,359578.000000,0.006345,-0.158438
0.000000,55.564911,359579.000000,0.004851,-0.036368
0.000000,55.565262,359580.000000,0.005039,0.070444
0.000000,55.565350,359581.000000,0.004941,0.017038
0.000000,55.565392,359582.000000,0.004967,0.009409
0.000000,55.566280,359583.000000,0.005038,0.177255
0.000000,55.566608,359584.000000,0.005200,0.062815
0.000000,55.566422,359585.000000,0.005326,-0.036368
0.000000,55.566811,359586.000000,0.005087,0.078073
0.000000,55.566479,359587.000000,0.005015,-0.066885
0.000000,55.566792,359588.000000,0.005000,0.062815
0.000000,55.567638,359589.000000,0.005025,0.169626
0.000000,55.568199,359590.000000,0.004789,0.116220
0.000000,55.567730,359591.000000,0.004802,-0.097403
0.000000,55.569099,359592.000000,0.004971,0.276438
0.000000,55.569561,359593.000000,0.004883,0.093332
0.000000,55.569069,359594.000000,0.004983,-0.097403
0.000000,55.569611,359595.000000,0.004952,0.108591
0.000000,55.569950,359596.000000,0.004805,0.070444
0.000000,55.569660,359597.000000,0.004940,-0.059256
0.000000,55.570271,359598.000000,0.004959,0.123850
0.000000,55.570431,359599.000000,0.004855,0.032297
0.000000,55.571011,359600.000000,0.005005,0.116220
0.000000,55.571590,359601.000000,0.004680,0.123850
0.000000,55.572338,359602.000000,0.004883,0.154367
0.000000,55.572498,359603.000000,0.004793,0.032297
0.000000,55.572720,359604.000000,0.005492,0.039926
0.000000,55.572880,359605.000000,0.004975,0.032297
0.000000,55.572060,359606.000000,0.005389,-0.150808
0.000000,55.572182,359607.000000,0.004869,0.024668
0.000000,55.572189,359608.000000,0.005316,0.001779
0.000000,55.572578,359609.000000,0.005033,0.078073
0.000000,55.572781,359610.000000,0.005014,0.039926
0.000000,55.572941,359611.000000,0.005008,0.032297
0.000000,55.572910,359612.000000,0.005030,-0.005850
0.000000,55.573151,359613.000000,0.005032,0.047556
0.000000,55.574081,359614.000000,0.006319,0.146738
0.000000,55.574120,359615.000000,0.004861,0.009409
0.000000,55.574051,359616.000000,0.005046,-0.013479
0.000000,55.573879,359617.000000,0.004956,-0.036368
0.000000,55.574120,359618.000000,0.005064,0.047556
0.000000,55.574200,359619.000000,0.004940,0.017038
0.000000,55.574551,359620.000000,0.004919,0.070444
0.000000,55.574928,359621.000000,0.004933,0.078073
0.000000,55.575352,359622.000000,0.004910,0.085703
0.000000,55.575821,359623.000000,0.004974,0.093332
0.000000,55.575909,359624.000000,0.005437,0.017038
0.000000,55.574619,359625.000000,0.004997,-0.257620
0.000000,55.575020,359626.000000,0.005151,0.078073
0.000000,55.574989,359627.000000,0.004946,-0.005850
0.000000,55.575119,359628.000000,0.005140,0.024668
0.000000,55.575741,359629.000000,0.005018,0.123850
0.000000,55.576439,359630.000000,0.004792,0.146738
0.000000,55.577221,359631.000000,0.004823,0.161997
0.000000,55.577919,359632.000000,0.004961,0.139108
0.000000,55.577740,359633.000000,0.004862,-0.036368
0.000000,55.577869,359634.000000,0.005036,0.024668
0.000000,55.578522,359635.000000,0.004949,0.131479
0.000000,55.578411,359636.000000,0.004814,-0.021109
0.000000,55.578838,359637.000000,0.004963,0.085703
0.000000,55.578850,359638.000000,0.005032,0.001779
0.000000,55.579910,359639.000000,0.004910,0.215402
0.000000,55.579948,359640.000000,0.004858,0.009409
0.000000,55.579769,359641.000000,0.005067,-0.036368
0.000000,55.580040,359642.000000,0.004976,0.055185
0.000000,55.580280,359643.000000,0.004938,0.047556
0.000000,55.580360,359644.000000,0.005010,0.017038
0.000000,55.580330,359645.000000,0.005345,-0.005850
0.000000,55.580181,359646.000000,0.005427,-0.028738
0.000000,55.580341,359647.000000,0.004994,0.032297
0.000000,55.581039,359648.000000,0.005027,0.139108
0.000000,55.580860,359649.000000,0.006150,-0.028738
0.000000,55.581402,359650.000000,0.004967,0.108591
0.000000,55.581001,359651.000000,0.004853,-0.082144
0.000000,55.580730,359652.000000,0.005125,-0.051626
0.000000,55.580521,359653.000000,0.004959,-0.043997
0.000000,55.581059,359654.000000,0.005032,0.108591
0.000000,55.581070,359655.000000,0.004781,0.001779
0.000000,55.580780,359656.000000,0.004922,-0.059256
0.000000,55.581020,359657.000000,0.004974,0.047556
0.000000,55.581520,359658.000000,0.004998,0.100961
0.000000,55.581638,359659.000000,0.004751,0.024668
0.000000,55.581261,359660.000000,0.005026,-0.074515
0.000000,55.581909,359661.000000,0.004918,0.131479
0.000000,55.581810,359662.000000,0.004814,-0.021109
0.000000,55.582119,359663.000000,0.004999,0.062815
0.000000,55.582130,359664.000000,0.004962,0.001779
0.000000,55.581371,359665.000000,0.005314,-0.143179
0.000000,55.581982,359666.000000,0.005207,0.116220
0.000000,55.582581,359667.000000,0.004891,0.123850
0.000000,55.582451,359668.000000,0.004795,-0.028738
0.000000,55.582001,359669.000000,0.004969,-0.089773
0.000000,55.582352,359670.000000,0.004969,0.070444
0.000000,55.582100,359671.000000,0.004951,-0.051626
0.000000,55.581951,359672.000000,0.005034,-0.028738
0.000000,55.581730,359673.000000,0.004958,-0.043997
0.000000,55.581741,359674.000000,0.004983,0.001779
0.000000,55.582020,359675.000000,0.004953,0.055185
0.000000,55.581871,359676.000000,0.004916,-0.028738
0.000000,55.581089,359677.000000,0.004948,-0.158438
0.000000,55.581470,359678.000000,0.004937,0.078073
0.000000,55.581749,359679.000000,0.004947,0.055185
0.000000,55.582550,359680.000000,0.004958,0.161997
0.000000,55.582531,359681.000000,0.004819,-0.005850
0.000000,55.583000,359682.000000,0.005125,0.093332
0.000000,55.582680,359683.000000,0.004920,-0.066885
0.000000,55.583519,359684.000000,0.004972,0.169626
0.000000,55.582878,359685.000000,0.006568,-0.097403
0.000000,55.583050,359686.000000,0.005255,0.032297
0.000000,55.583790,359687.000000,0.005045,0.146738
0.000000,55.583721,359688.000000,0.004871,-0.013479
0.000000,55.583660,359689.000000,0.004932,-0.013479
0.000000,55.584160,359690.000000,0.005019,0.100961
0.000000,55.584278,359691.000000,0.004827,0.024668
0.000000,55.584831,359692.000000,0.005008,0.108591
0.000000,55.584511,359693.000000,0.004784,-0.066885
0.000000,55.584789,359694.000000,0.005030,0.055185
0.000000,55.585209,359695.000000,0.004923,0.085703
0.000000,55.585629,359696.000000,0.004927,0.085703
0.000000,55.585491,359697.000000,0.004907,-0.028738
0.000000,55.585800,359698.000000,0.004921,0.062815
0.000000,55.584572,359699.000000,0.004920,-0.249991
0.000000,55.584911,359700.000000,0.004812,0.070444
0.000000,55.584881,359701.000000,0.005032,-0.005850
0.000000,55.584000,359702.000000,0.005073,-0.173697
0.000000,55.584190,359703.000000,0.004912,0.039926
0.000000,55.584770,359704.000000,0.004982,0.116220
0.000000,55.584930,359705.000000,0.004793,0.032297
0.000000,55.584030,359706.000000,0.005426,-0.166067
0.000000,55.585049,359707.000000,0.006010,0.169626
0.000000,55.584221,359708.000000,0.004797,-0.173697
0.000000,55.584080,359709.000000,0.004918,-0.028738
0.000000,55.584991,359710.000000,0.004961,0.184885
0.000000,55.585110,359711.000000,0.004981,0.024668
0.000000,55.585659,359712.000000,0.004991,0.108591
0.000000,55.585812,359713.000000,0.004801,0.032297
0.000000,55.586159,359714.000000,0.004994,0.070444
0.000000,55.585522,359715.000000,0.005028,-0.127920
0.000000,55.585079,359716.000000,0.004865,-0.089773
0.000000,55.585251,359717.000000,0.005080,0.032297
0.000000,55.585220,359718.000000,0.005054,-0.005850
0.000000,55.586250,359719.000000,0.005159,0.200144
0.000000,55.586441,359720.000000,0.004776,0.039926
0.000000,55.586071,359721.000000,0.006275,-0.059256
0.000000,55.586578,359722.000000,0.005018,0.100961
0.000000,55.587952,359723.000000,0.004821,0.284067
0.000000,55.588619,359724.000000,0.004805,0.139108
0.000000,55.588951,359725.000000,0.004829,0.070444
0.000000,55.588799,359726.000000,0.005362,-0.028738
0.000000,55.589161,359727.000000,0.006435,0.055185
0.000000,55.589581,359728.000000,0.005389,0.078073
0.000000,55.588470,359729.000000,0.005033,-0.219473
0.000000,55.588959,359730.000000,0.004843,0.100961
0.000000,55.588890,359731.000000,0.004990,-0.013479
0.000000,55.588902,359732.000000,0.005050,0.001779
0.000000,55.588451,359733.000000,0.004967,-0.089773
0.000000,55.588692,359734.000000,0.004983,0.047556
0.000000,55.588280,359735.000000,0.005004,-0.082144
0.000000,55.587719,359736.000000,0.004944,-0.112662
0.000000,55.587910,359737.000000,0.004861,0.039926
0.000000,55.588379,359738.000000,0.004964,0.093332
0.000000,55.588619,359739.000000,0.005026,0.047556
0.000000,55.588699,359740.000000,0.004965,0.017038
0.000000,55.590019,359741.000000,0.005038,0.261179
0.000000,55.590099,359742.000000,0.004768,0.017038
0.000000,55.589611,359743.000000,0.005014,-0.097403
0.000000,55.589352,359744.000000,0.005012,-0.051626
0.000000,55.589920,359745.000000,0.004939,0.116220
0.000000,55.589489,359746.000000,0.005185,-0.082144
0.000000,55.589008,359747.000000,0.005353,-0.089773
0.000000,55.589211,359748.000000,0.004994,0.039926
0.000000,55.590179,359749.000000,0.005037,0.192514
0.000000,55.589611,359750.000000,0.004765,-0.120291
0.000000,55.589909,359751.000000,0.004883,0.062815
0.000000,55.589771,359752.000000,0.004941,-0.028738
0.000000,55.590240,359753.000000,0.005015,0.093332
0.000000,55.590881,359754.000000,0.004887,0.131479
0.000000,55.591179,359755.000000,0.004800,0.062815
0.000000,55.590759,359756.000000,0.006285,-0.066885
0.000000,55.591549,359757.000000,0.005066,0.154367
0.000000,55.591400,359758.000000,0.004886,-0.028738
0.000000,55.590988,359759.000000,0.005024,-0.082144
0.000000,55.590618,359760.000000,0.004946,-0.074515
0.000000,55.591011,359761.000000,0.004937,0.078073
0.000000,55.590641,359762.000000,0.004925,-0.074515
0.000000,55.591061,359763.000000,0.004931,0.085703
0.000000,55.591110,359764.000000,0.005009,0.009409
0.000000,55.591499,359765.000000,0.005026,0.078073
0.000000,55.590912,359766.000000,0.005233,-0.112662
0.000000,55.591309,359767.000000,0.005132,0.078073
0.000000,55.591129,359768.000000,0.004952,-0.036368
0.000000,55.591068,359769.000000,0.004937,-0.013479
0.000000,55.590660,359770.000000,0.004959,-0.082144
0.000000,55.590240,359771.000000,0.005120,-0.082144
0.000000,55.590130,359772.000000,0.005002,-0.021109
0.000000,55.590290,359773.000000,0.004968,0.032297
0.000000,55.590000,359774.000000,0.005051,-0.059256
0.000000,55.590160,359775.000000,0.004971,0.032297
0.000000,55.590660,359776.000000,0.005031,0.100961
0.000000,55.590740,359777.000000,0.004756,0.017038
0.000000,55.590561,359778.000000,0.004918,-0.036368
0.000000,55.591030,359779.000000,0.004937,0.093332
0.000000,55.591560,359780.000000,0.004961,0.108591
0.000000,55.591648,359781.000000,0.004838,0.017038
0.000000,55.591660,359782.000000,0.004928,0.001779
0.000000,55.591400,359783.000000,0.005000,-0.051626
0.000000,55.591629,359784.000000,0.005012,0.047556
0.000000,55.592319,359785.000000,0.004906,0.139108
0.000000,55.592979,359786.000000,0.004762,0.139108
0.000000,55.592319,359787.000000,0.005184,-0.127920
0.000000,55.592602,359788.000000,0.005115,0.055185
0.000000,55.592529,359789.000000,0.005028,-0.013479
0.000000,55.592541,359790.000000,0.004991,0.001779
0.000000,55.593239,359791.000000,0.005051,0.139108
0.000000,55.593990,359792.000000,0.006074,0.123850
0.000000,55.594341,359793.000000,0.004903,0.070444
0.000000,55.595299,359794.000000,0.004999,0.192514
0.000000,55.595791,359795.000000,0.004832,0.100961
0.000000,55.596680,359796.000000,0.004859,0.184885
0.000000,55.596359,359797.000000,0.004840,-0.066885
0.000000,55.596069,359798.000000,0.004967,-0.059256
0.000000,55.596451,359799.000000,0.005004,0.078073
0.000000,55.595711,359800.000000,0.004933,-0.150808
0.000000,55.596409,359801.000000,0.004770,0.146738
0.000000,55.596149,359802.000000,0.004937,-0.051626
0.000000,55.597069,359803.000000,0.004963,0.184885
0.000000,55.597759,359804.000000,0.004933,0.139108
0.000000,55.597469,359805.000000,0.004823,-0.059256
0.000000,55.597771,359806.000000,0.005304,0.055185
0.000000,55.598770,359807.000000,0.005400,0.184885
0.000000,55.598579,359808.000000,0.005189,-0.036368
0.000000,55.599041,359809.000000,0.005003,0.093332
0.000000,55.598469,359810.000000,0.005123,-0.112662
0.000000,55.597969,359811.000000,0.004773,-0.105032
0.000000,55.598351,359812.000000,0.004878,0.078073
0.000000,55.598209,359813.000000,0.005023,-0.028738
0.000000,55.598789,359814.000000,0.004989,0.116220
0.000000,55.598202,359815.000000,0.004886,-0.120291
0.000000,55.598282,359816.000000,0.004876,0.017038
0.000000,55.598560,359817.000000,0.005000,0.055185
0.000000,55.597988,359818.000000,0.005026,-0.112662
0.000000,55.597420,359819.000000,0.004759,-0.120291
0.000000,55.597240,359820.000000,0.004834,-0.036368
0.000000,55.597721,359821.000000,0.005048,0.093332
0.000000,55.597919,359822.000000,0.004996,0.039926
0.000000,55.598999,359823.000000,0.005047,0.215402
0.000000,55.599159,359824.000000,0.004818,0.032297
0.000000,55.598400,359825.000000,0.005032,-0.150808
0.000000,55.598450,359826.000000,0.004759,0.009409
0.000000,55.598961,359827.000000,0.005127,0.100961
0.000000,55.599220,359828.000000,0.006460,0.039926
0.000000,55.600101,359829.000000,0.005388,0.161997
0.000000,55.599651,359830.000000,0.004951,-0.089773
0.000000,55.599739,359831.000000,0.005003,0.017038
0.000000,55.600201,359832.000000,0.005036,0.093332
0.000000,55.600101,359833.000000,0.004877,-0.021109
0.000000,55.600342,359834.000000,0.004940,0.047556
0.000000,55.600910,359835.000000,0.004964,0.116220
0.000000,55.601002,359836.000000,0.004837,0.017038
0.000000,55.601582,359837.000000,0.005005,0.116220
0.000000,55.601589,359838.000000,0.004732,0.001779
0.000000,55.602161,359839.000000,0.004922,0.116220
0.000000,55.602680,359840.000000,0.004787,0.108591
0.000000,55.603420,359841.000000,0.004828,0.154367
0.000000,55.603359,359842.000000,0.004767,-0.013479
0.000000,55.603821,359843.000000,0.004939,0.093332
0.000000,55.604019,359844.000000,0.004959,0.039926
0.000000,55.603951,359845.000000,0.005005,-0.013479
0.000000,55.603951,359846.000000,0.004928,0.001779
0.000000,55.604271,359847.000000,0.005013,0.062815
0.000000,55.604080,359848.000000,0.005309,-0.036368
0.000000,55.603439,359849.000000,0.006494,-0.097403
0.000000,55.603500,359850.000000,0.005498,0.009409
0.000000,55.603310,359851.000000,0.005182,-0.036368
0.000000,55.603359,359852.000000,0.004975,0.009409
0.000000,55.603321,359853.000000,0.005137,-0.005850
0.000000,55.604069,359854.000000,0.005057,0.146738
0.000000,55.603821,359855.000000,0.004791,-0.051626
0.000000,55.603489,359856.000000,0.004964,-0.066885
0.000000,55.603271,359857.000000,0.005017,-0.043997
0.000000,55.604530,359858.000000,0.004991,0.253549
0.000000,55.604141,359859.000000,0.004810,-0.082144
0.000000,55.604301,359860.000000,0.004984,0.032297
0.000000,55.604271,359861.000000,0.004970,-0.005850
0.000000,55.605450,359862.000000,0.005138,0.230661
0.000000,55.605610,359863.000000,0.006118,0.024668
0.000000,55.605202,359864.000000,0.004968,-0.082144
0.000000,55.605629,359865.000000,0.005044,0.085703
0.000000,55.605598,359866.000000,0.004940,-0.005850
0.000000,55.605881,359867.000000,0.005086,0.055185
0.000000,55.606258,359868.000000,0.005361,0.070444
0.000000,55.606979,359869.000000,0.005444,0.131479
0.000000,55.607391,359870.000000,0.004852,0.085703
0.000000,55.607399,359871.000000,0.004916,0.001779
0.000000,55.607071,359872.000000,0.004934,-0.066885
0.000000,55.607792,359873.000000,0.004931,0.146738
0.000000,55.607349,359874.000000,0.004868,-0.089773
0.000000,55.607780,359875.000000,0.004946,0.085703
0.000000,55.607441,359876.000000,0.004965,-0.066885
0.000000,55.607300,359877.000000,0.005027,-0.028738
0.000000,55.608040,359878.000000,0.005018,0.146738
0.000000,55.608841,359879.000000,0.004761,0.169626
0.000000,55.609039,359880.000000,0.004804,0.039926
0.000000,55.609310,359881.000000,0.005002,0.055185
0.000000,55.609921,359882.000000,0.004956,0.123850
0.000000,55.609970,359883.000000,0.004894,0.009409
0.000000,55.610062,359884.000000,0.005090,0.017038
0.000000,55.609428,359885.000000,0.004888,-0.127920
0.000000,55.608929,359886.000000,0.004808,-0.105032
0.000000,55.608971,359887.000000,0.004853,0.009409
0.000000,55.608730,359888.000000,0.005499,-0.043997
0.000000,55.609001,359889.000000,0.005513,0.047556
0.000000,55.609348,359890.000000,0.004985,0.070444
0.000000,55.609890,359891.000000,0.004944,0.108591
0.000000,55.609631,359892.000000,0.004855,-0.051626
0.000000,55.609299,359893.000000,0.004996,-0.066885
0.000000,55.609959,359894.000000,0.005061,0.131479
0.000000,55.610531,359895.000000,0.004854,0.116220
0.000000,55.610821,359896.000000,0.004726,0.062815
0.000000,55.610909,359897.000000,0.004884,0.017038
0.000000,55.610161,359898.000000,0.004942,-0.150808
0.000000,55.609612,359899.000000,0.006192,-0.089773
0.000000,55.609039,359900.000000,0.005058,-0.112662
0.000000,55.609482,359901.000000,0.004758,0.093332
0.000000,55.609150,359902.000000,0.005047,-0.066885
0.000000,55.609730,359903.000000,0.005008,0.116220
0.000000,55.609589,359904.000000,0.004780,-0.028738
0.000000,55.608959,359905.000000,0.004958,-0.127920
0.000000,55.609520,359906.000000,0.004852,0.116220
0.000000,55.609829,359907.000000,0.004777,0.062815
0.000000,55.610420,359908.000000,0.005433,0.108591
0.000000,55.611061,359909.000000,0.004928,0.131479
0.000000,55.612320,359910.000000,0.006063,0.207773
0.000000,55.612518,359911.000000,0.004832,0.039926
0.000000,55.612301,359912.000000,0.005021,-0.043997
0.000000,55.612839,359913.000000,0.005026,0.108591
0.000000,55.612999,359914.000000,0.004789,0.032297
0.000000,55.612820,359915.000000,0.004974,-0.036368
0.000000,55.613209,359916.000000,0.005034,0.078073
0.000000,55.613220,359917.000000,0.004925,0.001779
0.000000,55.613529,359918.000000,0.004914,0.062815
0.000000,55.613499,359919.000000,0.004929,-0.005850
0.000000,55.613590,359920.000000,0.005181,0.017038
0.000000,55.613029,359921.000000,0.004927,-0.112662
0.000000,55.613838,359922.000000,0.004780,0.169626
0.000000,55.613190,359923.000000,0.004835,-0.135550
0.000000,55.613049,359924.000000,0.004800,-0.028738
0.000000,55.612228,359925.000000,0.004942,-0.166067
0.000000,55.611530,359926.000000,0.004846,-0.143179
0.000000,55.611912,359927.000000,0.004804,0.078073
0.000000,55.611759,359928.000000,0.005007,-0.028738
0.000000,55.611481,359929.000000,0.005492,-0.051626
0.000000,55.611649,359930.000000,0.005309,0.032297
0.000000,55.611431,359931.000000,0.004963,-0.043997
0.000000,55.612099,359932.000000,0.005046,0.131479
0.000000,55.612221,359933.000000,0.004875,0.024668
0.000000,55.612530,359934.000000,0.004934,0.062815
0.000000,55.612640,359935.000000,0.006253,0.017038
0.000000,55.613258,359936.000000,0.005011,0.123850
0.000000,55.613190,359937.000000,0.004765,-0.013479
0.000000,55.612862,359938.000000,0.004959,-0.066885
0.000000,55.612450,359939.000000,0.005081,-0.082144
0.000000,55.611801,359940.000000,0.005045,-0.127920
0.000000,55.612061,359941.000000,0.004796,0.055185
0.000000,55.612190,359942.000000,0.004958,0.024668
0.000000,55.613331,359943.000000,0.004965,0.230661
0.000000,55.612930,359944.000000,0.004822,-0.082144
0.000000,55.613239,359945.000000,0.004925,0.062815
0.000000,55.613369,359946.000000,0.004916,0.024668
0.000000,55.613190,359947.000000,0.004937,-0.036368
0.000000,55.613609,359948.000000,0.004940,0.085703
0.000000,55.613129,359949.000000,0.005370,-0.089773
0.000000,55.613060,359950.000000,0.005374,-0.013479
0.000000,55.612801,359951.000000,0.004957,-0.051626
0.000000,55.612728,359952.000000,0.005010,-0.013479
0.000000,55.612740,359953.000000,0.004962,0.001779
0.000000,55.612862,359954.000000,0.004962,0.024668
0.000000,55.613129,359955.000000,0.004939,0.055185
0.000000,55.613628,359956.000000,0.004912,0.100961
0.000000,55.614651,359957.000000,0.004756,0.215402
0.000000,55.615070,359958.000000,0.004790,0.085703
0.000000,55.614658,359959.000000,0.004943,-0.082144
0.000000,55.614479,359960.000000,0.004987,-0.036368
0.000000,55.614601,359961.000000,0.005033,0.024668
0.000000,55.614540,359962.000000,0.004997,-0.013479
0.000000,55.614880,359963.000000,0.004943,0.070444
0.000000,55.615238,359964.000000,0.005022,0.070444
0.000000,55.614910,359965.000000,0.004905,-0.066885
0.000000,55.614769,359966.000000,0.004924,-0.028738
0.000000,55.614090,359967.000000,0.005031,-0.135550
0.000000,55.613178,359968.000000,0.004804,-0.188956
0.000000,55.613522,359969.000000,0.005400,0.062815
0.000000,55.612808,359970.000000,0.006716,-0.105032
0.000000,55.613350,359971.000000,0.004932,0.108591
0.000000,55.613838,359972.000000,0.004882,0.100961
0.000000,55.613850,359973.000000,0.004846,0.001779
0.000000,55.615139,359974.000000,0.004932,0.261179
0.000000,55.614590,359975.000000,0.004818,-0.112662
0.000000,55.614189,359976.000000,0.004865,-0.082144
0.000000,55.613930,359977.000000,0.005035,-0.051626
0.000000,55.613750,359978.000000,0.005003,-0.036368
0.000000,55.614059,359979.000000,0.004979,0.062815
0.000000,55.614189,359980.000000,0.005020,0.024668
0.000000,55.614231,359981.000000,0.004976,0.009409
0.000000,55.613121,359982.000000,0.005064,-0.219473
0.000000,55.612881,359983.000000,0.004743,-0.051626
0.000000,55.613041,359984.000000,0.004981,0.032297
0.000000,55.612850,359985.000000,0.005015,-0.036368
0.000000,55.613579,359986.000000,0.004949,0.146738
0.000000,55.614109,359987.000000,0.004859,0.108591
0.000000,55.614811,359988.000000,0.004817,0.146738
0.000000,55.615311,359989.000000,0.004942,0.100961
0.000000,55.615681,359990.000000,0.005224,0.070444
0.000000,55.616261,359991.000000,0.005364,0.108591
0.000000,55.616051,359992.000000,0.004782,-0.043997
0.000000,55.616322,359993.000000,0.004915,0.055185
0.000000,55.616329,359994.000000,0.005028,0.001779
0.000000,55.616299,359995.000000,0.004978,-0.005850
0.000000,55.616230,359996.000000,0.005150,-0.013479
0.000000,55.616348,359997.000000,0.004951,0.024668
0.000000,55.615650,359998.000000,0.004909,-0.143179
0.000000,55.615959,359999.000000,0.004841,0.062815
0.000000,55.616390,360000.000000,0.005045,0.085703
0.000000,55.615990,360001.000000,0.004897,-0.082144
0.000000,55.616459,360002.000000,0.005065,0.093332
0.000000,55.615910,360003.000000,0.004925,-0.112662
0.000000,55.615719,360004.000000,0.005116,-0.036368
0.000000,55.615269,360005.000000,0.004990,-0.089773
0.000000,55.614750,360006.000000,0.006322,-0.082144
0.000000,55.614761,360007.000000,0.004989,0.001779
0.000000,55.615009,360008.000000,0.005166,0.047556
0.000000,55.614719,360009.000000,0.004917,-0.059256
0.000000,55.615181,360010.000000,0.005450,0.085703
0.000000,55.615391,360011.000000,0.005355,0.039926
0.000000,55.615929,360012.000000,0.004952,0.108591
0.000000,55.616161,360013.000000,0.004764,0.047556
0.000000,55.616440,360014.000000,0.005014,0.055185
0.000000,55.616482,360015.000000,0.004949,0.009409
0.000000,55.616680,360016.000000,0.005076,0.039926
0.000000,55.615761,360017.000000,0.004905,-0.188956
0.000000,55.615910,360018.000000,0.004822,0.032297
0.000000,55.616219,360019.000000,0.004946,0.062815
0.000000,55.616611,360020.000000,0.004926,0.078073
0.000000,55.616772,360021.000000,0.004983,0.032297
0.000000,55.617680,360022.000000,0.004945,0.184885
0.000000,55.618099,360023.000000,0.004854,0.085703
0.000000,55.618141,360024.000000,0.004970,0.009409
0.000000,55.618351,360025.000000,0.005141,0.039926
0.000000,55.618740,360026.000000,0.004983,0.078073
0.000000,55.618000,360027.000000,0.004903,-0.150808
0.000000,55.617741,360028.000000,0.004982,-0.051626
0.000000,55.617901,360029.000000,0.004952,0.032297
0.000000,55.617592,360030.000000,0.005328,-0.059256
0.000000,55.617599,360031.000000,0.005338,0.001779
0.000000,55.617722,360032.000000,0.005008,0.024668
0.000000,55.617538,360033.000000,0.004918,-0.036368
0.000000,55.617771,360034.000000,0.004956,0.047556
0.000000,55.618240,360035.000000,0.005029,0.093332
0.000000,55.618591,360036.000000,0.004888,0.070444
0.000000,55.618370,360037.000000,0.004940,-0.043997
0.000000,55.619019,360038.000000,0.004942,0.131479
0.000000,55.619171,360039.000000,0.004858,0.032297
0.000000,55.619450,360040.000000,0.004946,0.055185
0.000000,55.619419,360041.000000,0.004918,-0.005850
0.000000,55.619480,360042.000000,0.006445,0.009409
0.000000,55.619961,360043.000000,0.005180,0.093332
0.000000,55.620689,360044.000000,0.004956,0.146738
0.000000,55.620029,360045.000000,0.004891,-0.135550
0.000000,55.619820,360046.000000,0.004834,-0.043997
0.000000,55.619709,360047.000000,0.005058,-0.021109
0.000000,55.619492,360048.000000,0.005038,-0.043997
0.000000,55.619759,360049.000000,0.004967,0.055185
0.000000,55.619160,360050.000000,0.005368,-0.112662
0.000000,55.619240,360051.000000,0.005104,0.017038
0.000000,55.620251,360052.000000,0.005006,0.200144
0.000000,55.620289,360053.000000,0.004808,0.009409
0.000000,55.619801,360054.000000,0.005088,-0.097403
0.000000,55.619461,360055.000000,0.004955,-0.066885
0.000000,55.620010,360056.000000,0.005022,0.108591
0.000000,55.621029,360057.000000,0.004721,0.215402
0.000000,55.620750,360058.000000,0.004720,-0.059256
0.000000,55.621479,360059.000000,0.004938,0.146738
0.000000,55.621780,360060.000000,0.004897,0.062815
0.000000,55.622559,360061.000000,0.005027,0.154367
0.000000,55.622570,360062.000000,0.004857,0.001779
0.000000,55.623371,360063.000000,0.004952,0.161997
0.000000,55.623260,360064.000000,0.004798,-0.021109
0.000000,55.623390,360065.000000,0.004911,0.024668
0.000000,55.623428,360066.000000,0.005016,0.009409
0.000000,55.623829,360067.000000,0.005091,0.078073
0.000000,55.623798,360068.000000,0.005009,-0.005850
0.000000,55.623890,360069.000000,0.005092,0.017038
0.000000,55.623138,360070.000000,0.004968,-0.150808
0.000000,55.623829,360071.000000,0.005285,0.131479
0.000000,55.623192,360072.000000,0.006574,-0.097403
0.000000,55.623619,360073.000000,0.005412,0.078073
0.000000,55.623699,360074.000000,0.005011,0.017038
0.000000,55.623329,360075.000000,0.004902,-0.074515
0.000000,55.623489,360076.000000,0.004988,0.032297
0.000000,55.624390,360077.000000,0.006435,0.139108
0.000000,55.624512,360078.000000,0.004809,0.024668
0.000000,55.623920,360079.000000,0.004914,-0.120291
0.000000,55.623890,360080.000000,0.004808,-0.005850
0.000000,55.623539,360081.000000,0.005227,-0.066885
0.000000,55.623211,360082.000000,0.004973,-0.066885
0.000000,55.622761,360083.000000,0.004930,-0.089773
0.000000,55.622730,360084.000000,0.005046,-0.005850
0.000000,55.623249,360085.000000,0.005144,0.100961
0.000000,55.623299,360086.000000,0.004753,0.009409
0.000000,55.623661,360087.000000,0.005203,0.070444
0.000000,55.623901,360088.000000,0.004973,0.047556
0.000000,55.623840,360089.000000,0.004903,-0.013479
0.000000,55.625439,360090.000000,0.005234,0.306955
0.000000,55.625229,360091.000000,0.004927,-0.043997
0.000000,55.625111,360092.000000,0.005329,-0.021109
0.000000,55.625080,360093.000000,0.005045,-0.005850
